eficiencia,tiempo,valor_total,score_instancia
1.0,0.0,0,1.0
1.0,0.01605963706970215,0,1.0
1.0,0.0,0,1.0
1.0,0.011568069458007812,0,1.0
1.0,0.004297018051147461,0,1.0
1.0,0.0,0,1.0
1.0,0.015857696533203125,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.015711307525634766,0,1.0
1.0,0.016012191772460938,0,1.0
1.0,0.0,0,1.0
1.0,0.015792369842529297,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.016172409057617188,0,1.0
1.0,0.0,0,1.0
1.0,0.01638174057006836,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.01542353630065918,0,1.0
1.0,0.0,0,1.0
1.0,0.016152381896972656,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.03193187713623047,0,1.0
1.0,0.0,0,1.0
1.0,0.01767110824584961,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.02705979347229004,0,1.0
1.0,0.008384466171264648,0,1.0
1.0,0.005991697311401367,0,1.0
1.0,0.01956963539123535,0,1.0
1.0,0.006223201751708984,0,1.0
1.0,0.0,0,1.0
1.0,0.01594829559326172,0,1.0
1.0,0.0,0,1.0
1.0,0.015906572341918945,0,1.0
1.0,0.0,0,1.0
1.0,0.016178131103515625,0,1.0
1.0,0.0040111541748046875,0,1.0
1.0,0.0,0,1.0
1.0,0.012072086334228516,0,1.0
1.0,0.0,0,1.0
1.0,0.015758752822875977,0,1.0
1.0,0.0,0,1.0
1.0,0.015902280807495117,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.031603097915649414,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.015944719314575195,0,1.0
1.0,0.00886225700378418,0,1.0
1.0,0.007117748260498047,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.020561695098876953,0,1.0
1.0,0.0,0,1.0
1.0,0.015525579452514648,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.016744375228881836,0,1.0
1.0,0.015103340148925781,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.015915632247924805,0,1.0
1.0,0.01815485954284668,0,1.0
1.0,0.0,0,1.0
1.0,0.015944719314575195,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.015971660614013672,0,1.0
1.0,0.01611185073852539,0,1.0
1.0,0.0,0,1.0
1.0,0.015852928161621094,0,1.0
1.0,0.0,0,1.0
1.0,0.015715599060058594,0,1.0
1.0,0.011889457702636719,0,1.0
1.0,0.006425380706787109,0,1.0
1.0,0.0,0,1.0
1.0,0.013793468475341797,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.015774250030517578,0,1.0
1.0,0.0,0,1.0
1.0,0.015837907791137695,0,1.0
1.0,0.016014814376831055,0,1.0
1.0,0.0,0,1.0
1.0,0.0,0,1.0
1.0,0.015758752822875977,0,1.0
1.0,0.01627945899963379,0,1.0
1.0,0.015228509902954102,0,1.0
1.0,0.01584601402282715,0,1.0
1.0,0.0,0,1.0
1.0,0.015912771224975586,0,1.0
1.0,0.0,0,1.0
1.0,0.015961885452270508,0,1.0
1.0,0.0,0,1.0
