eficiencia,tiempo,valor_total,score_instancia
0.00015379883112888343,0.0097808837890625,9536,1.5176770906710142
0.0,0.01580667495727539,7830,1.2917511832319135
0.00035676061362825543,0.0,8441,0.6845387090090136
0.0,0.015811920166015625,8980,1.68052738336714
0.0,0.01579904556274414,7858,1.3012170385395536
0.0003365303718660609,0.0,8651,0.8016778052758815
0.00014615609470914936,0.015854358673095703,9571,1.546942491578978
0.0,0.0,9015,1.6923597025016903
0.0,0.015830039978027344,9037,1.6997971602434077
0.0,0.0,9529,1.866125760649087
0.0,0.015889406204223633,8114,1.387762001352265
0.0,0.0,8307,1.4530087897227857
0.0,0.03154730796813965,9034,1.6987829614604464
0.0,0.0,8422,1.4918864097363083
0.0,0.015845060348510742,8025,1.3576741041244085
0.0,0.03743910789489746,8915,1.658553076402975
0.0,0.027365446090698242,8053,1.3671399594320488
0.0,0.01397395133972168,9173,1.7457741717376605
0.0,0.00774836540222168,9388,1.8184584178498986
0.0,0.007963418960571289,8683,1.5801217038539552
0.0,0.009731054306030273,9188,1.7508451656524677
0.0,0.005743741989135742,9112,1.7251521298174444
0.00023540489642184556,0.016146421432495117,7623,0.684812898469343
0.0,0.02026057243347168,8093,1.3806626098715349
0.0,0.027106523513793945,7526,1.1889790398918187
0.0,0.017976045608520508,7924,1.3235294117647058
0.0003502013657853266,0.009249687194824219,8376,0.6775260463745694
0.0,0.010488748550415039,7998,1.3485463150777552
0.0,0.009488344192504883,8085,1.3779580797836375
0.0,0.03170895576477051,8047,1.3651115618661258
0.0,0.015832185745239258,8765,1.607843137254902
0.0,0.016022443771362305,8581,1.5456389452332657
0.0,0.015767574310302734,9368,1.8116970926301557
0.0,0.0,8145,1.3982420554428667
0.0,0.03181862831115723,7535,1.1920216362407032
0.0,0.0,8571,1.5422582826233941
0.0002840909090909091,0.015799522399902344,8881,0.9990474598930482
0.0,0.016102313995361328,7681,1.2413793103448276
0.0,0.014987468719482422,7824,1.2897227856659905
0.0,0.009009122848510742,9141,1.7349560513860718
0.00018278194114421494,0.007748126983642578,8535,1.1131622894779025
0.00023391812865497077,0.0234375,7735,0.7260676369761455
0.0,0.008226633071899414,9219,1.7613252197430698
0.0,0.012365102767944336,7752,1.2653820148749155
0.0,0.007485628128051758,8230,1.4269776876267748
0.0,0.008965253829956055,9152,1.7386747802569302
0.0,0.008488178253173828,8487,1.5138607167004734
0.0,0.010227203369140625,8184,1.4114266396213657
0.0,0.0159761905670166,9016,1.6926977687626774
0.0,0.008661508560180664,8251,1.434077079107505
0.000235626767200754,0.007194995880126953,6967,0.4625353440150801
0.0001513317191283293,0.016052961349487305,9157,1.395177460230147
0.0,0.0,9373,1.8133874239350911
0.0,0.0157320499420166,8145,1.3982420554428667
0.0,0.0,7739,1.2609871534820825
0.00017692852087756547,0.01571822166442871,8259,1.0332076530736756
0.00018532246108228317,0.015718460083007812,8248,1.0103423465958556
0.0,0.0,8577,1.5442866801893171
0.0,0.016162395477294922,8714,1.5906017579445573
0.0,0.015981435775756836,9420,1.8292765382014875
0.0,0.016178607940673828,7937,1.327924273157539
0.0,0.015887737274169922,8601,1.5524002704530089
0.0,0.016205310821533203,8038,1.3620689655172413
0.0,0.0,8312,1.4546991210277214
0.0,0.01615142822265625,8834,1.6311697092630155
0.0,0.01615619659423828,8661,1.572684246112238
0.0,0.017436981201171875,8502,1.5189317106152807
0.00030193236714975844,0.0,9202,1.066870363837689
0.0,0.01462697982788086,8481,1.5118323191345504
0.0,0.015735387802124023,7656,1.2329276538201488
0.0,0.015750885009765625,8870,1.6433400946585532
0.0,0.015890836715698242,8517,1.524002704530088
0.0,0.03229045867919922,7310,1.1159567275185935
0.00024131274131274132,0.005903482437133789,7571,0.6537576587018779
0.0,0.01028895378112793,9925,2.0
0.0,0.0,8064,1.3708586883029072
0.00014821402104639098,0.0157167911529541,9794,1.617637137803865
0.0,0.0,8802,1.6203515889114266
0.0,0.031617164611816406,7559,1.2001352265043947
0.0,0.01575779914855957,8633,1.5632183908045976
0.0,0.016237258911132812,8716,1.5912778904665315
0.0,0.01604318618774414,7402,1.1470588235294117
0.0001650982334489021,0.015721797943115234,8677,1.2015042357910868
0.0,0.0,8336,1.462812711291413
0.0,0.03166365623474121,8977,1.6795131845841786
0.0,0.0,9179,1.7478025693035835
0.00016666666666666666,0.016037940979003906,8579,1.1647961460446248
0.0,0.0,9325,1.7971602434077079
0.00043840420868040335,0.016077756881713867,9372,0.8130493576741041
0.00019825535289452815,0.015399932861328125,8386,1.027495564388352
0.00018821757952192734,0.015984535217285156,8287,1.0169231656135262
0.0,0.0,9200,1.7549019607843137
0.00017655367231638418,0.016219139099121094,8496,1.1141843864956853
0.00020312817387771684,0.016194820404052734,8192,0.9507958050941909
0.00016157699143641945,0.015710115432739258,9326,1.4289411922022222
0.00031655587211142766,0.0,8902,0.9320942707239755
0.0,0.015728235244750977,7828,1.291075050709939
0.0,0.02075505256652832,9467,1.8451656524678837
0.0003495281370150297,0.0,8649,0.7713537704491095
0.0,0.010872840881347656,7549,1.1967545638945234
